ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
261	271	0	0	0.000000	1.926199	1.926199	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
262	80	0	0	0.000000	1.462500	1.462500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
263	78	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
264	70	0	0	0.000000	1.985714	1.985714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
265	80	0	0	0.000000	2.162500	2.162500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
266	103	0	0	0.000000	1.553398	1.553398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
267	116	0	0	0.000000	1.775862	1.775862	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
268	96	0	0	0.000000	3.489583	3.489583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
269	102	0	0	0.000000	3.058824	3.058824	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
270	60	0	0	0.000000	1.566667	1.566667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
271	76	0	0	0.000000	1.236842	1.236842	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
272	80	0	0	0.000000	1.812500	1.812500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
273	80	0	0	0.000000	2.387500	2.387500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
274	51	0	0	0.000000	1.549020	1.549020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
275	92	0	0	0.000000	2.423913	2.423913	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
276	60	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
277	80	0	0	0.000000	1.725000	1.725000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
278	75	0	0	0.000000	1.746667	1.746667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
279	21	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
280	80	0	0	0.000000	2.312500	2.312500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
281	114	0	0	0.000000	1.403509	1.403509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
282	80	0	0	0.000000	1.875000	1.875000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
283	25	1	1	0.000000	2.720000	2.720000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
284	18	2	2	0.000000	4.500000	4.444444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
285	80	0	0	0.000000	1.987500	1.987500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
286	71	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
287	80	0	0	0.000000	1.775000	1.775000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
288	80	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	N/A	N/A	N/A	N/A
