FBtr0113685	1000	0	0	0	0
FBtr0304153	1000	0	0	0	0
FBtr0113686	1000	0	0	0	0
FBtr0112921	1000	350	-567.775	-0.567775	-1.62221
FBtr0070088	1000	350	223.092	0.223092	0.637406
FBtr0307173	1000	350	34616.4	34.6164	98.9041
FBtr0344738	1000	350	427.765	0.427765	1.22219
FBtr0344739	1000	350	427.765	0.427765	1.22219
FBtr0290017	1000	350	427.765	0.427765	1.22219
FBtr0344737	1000	350	427.765	0.427765	1.22219
FBtr0070087	1000	350	-392.866	-0.392866	-1.12248
FBtr0070081	1000	350	-392.866	-0.392866	-1.12248
FBtr0070086	1000	350	-392.866	-0.392866	-1.12248
FBtr0343792	1000	350	-380.286	-0.380286	-1.08653
FBtr0343793	1000	350	16036.2	16.0362	45.8176
FBtr0290016	1000	350	29075.9	29.0759	83.0741
FBtr0070084	1000	350	29075.9	29.0759	83.0741
FBtr0340146	1000	350	29075.9	29.0759	83.0741
FBtr0070085	1000	350	29075.9	29.0759	83.0741
FBtr0070080	1000	350	-1065.51	-1.06551	-3.04431
FBtr0340145	1000	350	-1264.23	-1.26423	-3.6121
FBtr0070092	1000	350	676.776	0.676776	1.93365
FBtr0070093	1000	350	966.899	0.966899	2.76257
FBtr0346791	1000	350	23464.2	23.4642	67.0406
FBtr0070079	1000	350	33426.5	33.4265	95.5042
FBtr0070094	1000	350	35189.5	35.1895	100.541
FBtr0343501	1000	443	8539.2	8.5392	19.2758
FBtr0070078	1000	443	8539.2	8.5392	19.2758
FBtr0336920	1000	443	9144.35	9.14435	20.6419
FBtr0336921	1000	443	9144.35	9.14435	20.6419
FBtr0301337	1000	455	10585.9	10.5859	23.2657
FBtr0339441	1000	455	10585.9	10.5859	23.2657
FBtr0070095	1000	455	10585.9	10.5859	23.2657
FBtr0300328	1000	350	6091	6.091	17.4029
FBtr0070077	1000	350	6091	6.091	17.4029
FBtr0336919	1000	350	8509.39	8.50939	24.3125
FBtr0070076	1000	350	15699.6	15.6996	44.8559
FBtr0112947	1000	350	21855.1	21.8551	62.4431
FBtr0070097	1000	350	7399.8	7.3998	21.1423
FBtr0339443	1000	350	36328.4	36.3284	103.795
FBtr0339442	1000	350	36328.4	36.3284	103.795
FBtr0070098	1000	350	36328.4	36.3284	103.795
FBtr0070099	1000	350	216.068	0.216068	0.617338
FBtr0070075	1000	350	1824.13	1.82413	5.2118
FBtr0070100	1000	350	-375.727	-0.375727	-1.07351
FBtr0070074	1000	350	5611.97	5.61197	16.0342
FBtr0070073	1000	350	4536.7	4.5367	12.962
FBtr0342970	1000	350	309.376	0.309376	0.88393
FBtr0342969	1000	350	436.104	0.436104	1.24601
FBtr0342967	1000	350	530.495	0.530495	1.5157
FBtr0342968	1000	350	530.495	0.530495	1.5157
FBtr0070072	1000	350	-331.665	-0.331665	-0.947614
