FBtr0113685	1000	0	0	0	0
FBtr0304153	1000	0	0	0	0
FBtr0113686	1000	0	0	0	0
FBtr0112921	1000	350	-578.412	-0.578412	-1.6526
FBtr0070088	1000	350	1005.24	1.00524	2.87212
FBtr0307173	1000	350	1908.2	1.9082	5.45199
FBtr0344738	1000	350	3147.49	3.14749	8.99284
FBtr0344739	1000	350	3147.49	3.14749	8.99284
FBtr0290017	1000	350	3147.49	3.14749	8.99284
FBtr0344737	1000	350	3147.49	3.14749	8.99284
FBtr0070087	1000	350	3261.79	3.26179	9.31939
FBtr0070081	1000	350	3261.79	3.26179	9.31939
FBtr0070086	1000	350	3261.79	3.26179	9.31939
FBtr0343792	1000	350	3277.65	3.27765	9.3647
FBtr0343793	1000	350	5202.43	5.20243	14.8641
FBtr0290016	1000	350	1816.9	1.8169	5.19114
FBtr0070084	1000	350	1816.9	1.8169	5.19114
FBtr0340146	1000	350	1816.9	1.8169	5.19114
FBtr0070085	1000	350	1816.9	1.8169	5.19114
FBtr0070080	1000	350	-670.383	-0.670383	-1.91538
FBtr0340145	1000	350	-1443.41	-1.44341	-4.12403
FBtr0070092	1000	350	2501.98	2.50198	7.14851
FBtr0070093	1000	350	-198.282	-0.198282	-0.566521
FBtr0346791	1000	350	5925.78	5.92578	16.9308
FBtr0070079	1000	350	4575.69	4.57569	13.0734
FBtr0070094	1000	350	3930.83	3.93083	11.2309
FBtr0343501	1000	420	1148.54	1.14854	2.73461
FBtr0070078	1000	420	1148.54	1.14854	2.73461
FBtr0336920	1000	455	1485.38	1.48538	3.26457
FBtr0336921	1000	455	1485.38	1.48538	3.26457
FBtr0301337	1000	455	1485.38	1.48538	3.26457
FBtr0339441	1000	455	1485.38	1.48538	3.26457
FBtr0070095	1000	455	1485.38	1.48538	3.26457
FBtr0300328	1000	350	2266.67	2.26667	6.47619
FBtr0070077	1000	350	2266.67	2.26667	6.47619
FBtr0336919	1000	350	3953.4	3.9534	11.2954
FBtr0070076	1000	350	1928.68	1.92868	5.51052
FBtr0112947	1000	350	1383.6	1.3836	3.95314
FBtr0070097	1000	350	3101.68	3.10168	8.86195
FBtr0339443	1000	350	2608.75	2.60875	7.45356
FBtr0339442	1000	350	2608.75	2.60875	7.45356
FBtr0070098	1000	350	2608.75	2.60875	7.45356
FBtr0070099	1000	350	3141.03	3.14103	8.97437
FBtr0070075	1000	350	2480.01	2.48001	7.08575
FBtr0070100	1000	350	-967.585	-0.967585	-2.76453
FBtr0070074	1000	350	7066.43	7.06643	20.1898
FBtr0070073	1000	350	10964.3	10.9643	31.3264
FBtr0342970	1000	350	4846.35	4.84635	13.8467
FBtr0342969	1000	350	2442.12	2.44212	6.97749
FBtr0342967	1000	350	-407.617	-0.407617	-1.16462
FBtr0342968	1000	350	-407.617	-0.407617	-1.16462
